Governor ID,exactName,Power,T4-Kills,T5-Kills,Dead Troops,Governor ID,exactName,Power,T4-Kills,T5-Kills,Dead Troops,Governor ID,exactName,Power,T4-Kills Gained,T5-Kills Gained,Dead Troops Gained
134213634,Poyiu,24.259.634,2.138.336,87.467,652.651,133557969,LYS II,21.998.890,3.233.534,41.815,349.834,133557969,LYS II,21.998.890,,,
134264671,Cristony16,24.247.402,4.311.885,82.970,706.513,134177598,ᴮᴹ Sherry,21.842.941,4.192.466,9.374,334.070,134177598,ᴮᴹ Sherry,21.842.941,,,
134365777,BF KOSTA HELLAS,24.198.287,1.201.707,114.360,342.585,134598851,iAmZhao333,21.758.583,205.974,30.367,189.232,134598851,iAmZhao333,21.758.583,,,
133839108,亗METEOR亗SAM,24.017.369,15.991.889,664.182,1.179.394,133947927,Yvonne T2MZ,21.743.665,508.680,1.292,448.461,133947927,Yvonne T2MZ,21.743.665,,,
133966437,ᴮᴴ OVO,24.052.565,4.252.795,65.381,1.041.615,134395400,ᴮᴴ Kurama68,21.582.492,2.001.269,4.089,707.931,134395400,ᴮᴴ Kurama68,21.582.492,,,
133761765,ᴮᶠGökbök,24.051.332,895.720,135.493,179.572,134016063,ᴮᴹLucifer,21.576.575,5.769.724,10.068,861.449,134016063,ᴮᴹLucifer,21.576.575,,,
134046170,FR lolo,24.034.601,559.004,59.151,318.423,134403196,ᴮᴹMIRACULIX,21.488.883,209.091,5.647,44.660,134403196,ᴮᴹMIRACULIX,21.488.883,,,
133745762,mini dammis,24.047.512,5.975.208,493.293,1.251.428,134205748,ᴷᴮ yingKT,21.445.723,10.588.692,41.722,1.557.567,134205748,ᴷᴮ yingKT,21.445.723,,,
134381439,Viettel,23.572.177,222.954,2.399,104.864,134197252,urgot,21.389.501,1.010.648,2.868,49.968,134197252,urgot,21.389.501,,,
134628022,Kurac159,23.512.767,119.453,9.497,136.432,134212837,Réd Fox,21.369.163,1.741.054,10.446,417.302,134212837,Réd Fox,21.369.163,,,
133690313,ᴮᴴHEŁA,23.515.891,4.931.914,132.789,902.794,133613853,Megamind2022,21.343.026,351.757,18.088,812.678,133613853,Megamind2022,21.343.026,,,
134412920,ᴮᶠMichay,23.495.740,2.820.834,253.207,862.106,133883402,ᴮᶠ Mr Tuan,21.355.870,1.977.281,8.138,95.389,133883402,ᴮᶠ Mr Tuan,21.355.870,,,
133984562,ᴮᴴFernando,23.488.577,932.382,5.081,146.001,133621039,ᴮᴴAaravos,21.335.176,3.754.539,18.951,894.296,133621039,ᴮᴴAaravos,21.335.176,,,
134634600,亗MĪNK亗,23.472.984,4.558.359,476.332,764.157,134636503,z7aMaD,21.327.465,3.866.328,94.638,509.862,134636503,z7aMaD,21.327.465,,,
133947927,Yvonne T2MZ,23.450.904,768.099,41.025,465.270,134418878,ᴮᴹ Hira,21.289.830,1.970.086,3.532,241.791,134418878,ᴮᴹ Hira,21.289.830,,,
134445676,irulll,23.431.663,1.927.895,583,279.230,134503470,Jill Valentine,21.259.482,175.601,25.881,5.273,134503470,Jill Valentine,21.259.482,,,
133883402,ᴮᶠ Mr Tuan,23.260.733,3.750.458,276.811,305.977,134360984,thànhhh,21.208.697,2.831.920,16.082,656.786,134360984,thànhhh,21.208.697,,,
129559514,61ŞAHİNBEY61,23.370.226,1.046.723,3.247,947.504,133883395,ᴮᴴ Forever,21.202.196,992.899,8.172,228.095,133883395,ᴮᴴ Forever,21.202.196,,,
134016063,ᴮᴹLucifer,23.225.560,11.365.112,807.254,1.400.010,134375676,ᴮᴴ Richter,21.188.427,2.406.319,8.598,627.121,134375676,ᴮᴴ Richter,21.188.427,,,
133894212,ᴮᴴ Liam,23.167.121,3.740.373,45.154,550.209,134203368,ᴮᴴZownX,21.124.648,2.787.721,34.249,706.306,134203368,ᴮᴴZownX,21.124.648,,,
134407017,ᴮᴴ Black VN,23.109.068,3.433.511,137.469,793.351,129559514,61ŞAHİNBEY61,21.102.277,625.410,3.247,944.232,129559514,61ŞAHİNBEY61,21.102.277,,,
134381430,bf Primuny,23.106.668,1.001.524,79.617,469.630,134130925,亗CRËAM亗,21.100.338,1.367.387,23.866,514.205,134130925,亗CRËAM亗,21.100.338,,,
134418878,Hirachan,23.094.238,2.404.050,85.513,338.752,134365777,BF KOSTA HELLAS,21.095.850,365.240,0,300.221,134365777,BF KOSTA HELLAS,21.095.850,,,
134353431,ᴮˢFocused,23.047.284,800.273,5.194,285.047,133598836,ᴮᴴgnufoo,21.089.818,3.341.052,7.905,1.270.708,133598836,ᴮᴴgnufoo,21.089.818,,,
133798797,ᴮᴹDArtagnan,23.014.415,555.698,803,167.166,134133988,ᴮᴹAngry Owl,21.045.464,4.817.641,13.032,527.195,134133988,ᴮᴹAngry Owl,21.045.464,,,
133662962,ᴮᴹЯziчniK,22.945.857,1.527.787,39.483,405.736,134200808,ᴮᴴElGato,21.022.278,4.399.231,13.879,55.203,134200808,ᴮᴴElGato,21.022.278,,,
134390684,SKOK,22.940.005,75.080,95,254.631,133691225,ᴮᴴ HEFESTO,21.019.181,4.950.639,28.585,935.005,133691225,ᴮᴴ HEFESTO,21.019.181,,,
134236379,亗HK亗,22.937.315,12.316.228,267.154,1.459.106,133979997,RUssian Bear,20.976.389,403.005,5.078,486.921,133979997,RUssian Bear,20.976.389,,,
134376185,ᴇɪʀᴀ,22.916.463,2.065.711,248.888,687.332,134432925,DIØ 乂,20.929.459,2.229.666,2.590,371.949,134432925,DIØ 乂,20.929.459,,,
134375518,Reveta,22.895.327,2.085.624,82.863,421.318,133824264,WALI AKHIRAT,20.930.698,1.980.694,22.037,93.528,133824264,WALI AKHIRAT,20.930.698,,,
134410452,VOK KaruaK,22.789.230,292.514,21.855,200.622,134677055,ᴮᴴ Levin,20.942.098,619.845,4.990,20.243,134677055,ᴮᴴ Levin,20.942.098,,,
134600018,Yuuta19,22.781.196,1.279.370,26.713,315.703,134213634,Poyiu,20.800.042,1.458.622,39.503,367.043,134213634,Poyiu,20.800.042,,,
134412742,LIL UDIN,22.740.079,1.350.027,4.272,228.560,134033724,Arc H,20.605.610,6.819.751,23.646,1.356.604,134033724,Arc H,20.605.610,,,
134130925,亗CRËAM亗,22.731.601,1.527.134,41.774,521.495,133776069,elkillermc14new,20.598.210,1.166.743,20.424,246.000,133776069,elkillermc14new,20.598.210,,,
134617911,BiiiZ,22.698.653,2.255.643,28.945,303.455,134046170,FR lolo,20.579.088,238.566,6.443,318.423,134046170,FR lolo,20.579.088,,,
133945547,ᴮᴴ DONALD,22.634.284,1.865.401,610,328.527,134407017,ᴮᴴ Black VN,20.567.885,2.476.033,41.263,703.947,134407017,ᴮᴴ Black VN,20.567.885,,,
134636503,z7aMaD,22.620.942,6.033.979,431.616,998.959,134412742,LIL UDIN,20.566.700,1.339.469,4.272,228.560,134412742,LIL UDIN,20.566.700,,,
135480760,ᴮᴴ Si Đa,22.567.055,1.647.115,60.855,437.058,134580587,jandagame,20.512.893,2.985.781,25.398,796.803,134580587,jandagame,20.512.893,,,
134367327,ᴮᴴ vikingDK,22.552.594,917.511,21.804,146.292,134643880,Whizz Di Dragon,20.493.120,207.577,1.821,353.482,134643880,Whizz Di Dragon,20.493.120,,,
134205748,ᴷᴮ yingKT,22.525.253,10.656.581,42.180,1.557.567,134132932,ᴼᵖ Kuma,20.457.727,1.647.433,18.877,815.578,134132932,ᴼᵖ Kuma,20.457.727,,,
135673119,Chảy Lớn,22.450.422,2.083.387,67.360,159.155,134634600,Mīnk,20.399.447,2.714.419,51.960,393.635,134634600,Mīnk,20.399.447,,,
134314016,义UPANISHAD,22.438.907,3.996.036,36.328,191.147,133617496,ᴮᴴ Knight9x,20.368.376,822.158,1.836,280.893,133617496,ᴮᴴ Knight9x,20.368.376,,,
134615426,ecemeow,22.410.037,817.004,24.832,78.166,134390649,ᴮᴹParagon,20.358.836,6.444.890,25.731,657.282,134390649,ᴮᴹParagon,20.358.836,,,
133621039,ᴮᴴAaravos,22.407.358,4.978.781,171.541,1.001.083,134375518,Reveta,20.351.979,1.374.841,12.124,404.824,134375518,Reveta,20.351.979,,,
134503470,Lady Fay,22.397.517,655.140,25.881,5.273,133945547,ᴮᴴ DONALD,20.251.188,1.865.401,610,328.527,133945547,ᴮᴴ DONALD,20.251.188,,,
134197252,NDN03,22.357.740,2.604.904,14.450,691.213,134091843,ᴮᴴKurama,20.203.665,1.548.655,23.655,706.745,134091843,ᴮᴴKurama,20.203.665,,,
129904350,Pera Metlicic,22.306.606,44.349,5.031,26.478,133691331,ᴮᴴkilerwhin,20.189.085,1.700.613,62.730,400.083,133691331,ᴮᴴkilerwhin,20.189.085,,,
134380606,ᴮᴴChoper,22.183.897,526.791,55.407,70.212,134613676,ᴮᴹDoanHiep,20.181.586,513.790,6.684,122.548,134613676,ᴮᴹDoanHiep,20.181.586,,,
134133988,亗OWL亗,22.273.101,7.685.713,354.809,821.863,134590364,anhlamotsadboiz,20.160.181,3.153.493,4.810,765.919,134590364,anhlamotsadboiz,20.160.181,,,
134590364,anhlamotsadboiz,22.128.157,6.723.241,359.819,1.262.962,133629836,Kíllüà 14,20.125.637,1.927.044,6.273,824.310,133629836,Kíllüà 14,20.125.637,,,
134349669,ᴮᶠPhiLLip じ,22.146.943,9.666.974,574.719,1.094.113,134415357,Amikoo,20.122.341,725.260,0,462.811,134415357,Amikoo,20.122.341,,,
134066205,亗Savage亗,22.119.819,3.302.806,120.654,357.614,134577268,ﾒ Hennessy ﾒ,20.085.399,1.729.516,31.456,526.246,134577268,ﾒ Hennessy ﾒ,20.085.399,,,
134613676,ᴮᴹDoanHiep,22.102.840,592.398,11.713,188.823,134367684,Rikyyy30,20.052.088,665.294,609,604.964,134367684,Rikyyy30,20.052.088,,,
134009477,Sauulシ,22.037.583,2.589.371,186.728,685.347,134381430,bf Primuny,20.047.496,681.231,537,402.874,134381430,bf Primuny,20.047.496,,,
133646073,Majo Elaina,21.997.825,723.017,77.327,220.649,134094684,Satan7,20.038.300,2.208.135,130,220.941,134094684,Satan7,20.038.300,,,
133854714,德語Sadval,21.953.859,3.823.468,108.266,810.177,133678492,Sertok444,20.020.971,821.084,2.695,199.857,133678492,Sertok444,20.020.971,,,
133854970,亗KING MOMO亗,21.916.641,824.400,23.208,90.652,134167039,ᴮᴴLA LUNA,20.005.277,4.488.967,30.352,177.157,134167039,ᴮᴴLA LUNA,20.005.277,,,
134632570,Aaron Stone,21.897.840,108.579,987,169.781,133662962,ᴮᴹЯziчniK,19.961.969,1.470.587,8.634,321.791,133662962,ᴮᴹЯziчniK,19.961.969,,,
134577268,ﾒ Hennessy ﾒ,21.885.773,1.971.835,68.102,542.815,134373475,ᴮᶠ Bé Đen,19.953.632,1.930.310,3.296,482.829,134373475,ᴮᶠ Bé Đen,19.953.632,,,
134203368,ᴮᴴZownX,21.480.883,3.066.176,132.557,731.481,134418849,ᴮᴹhoadaik,19.927.742,181.839,0,41.319,134418849,ᴮᴹhoadaik,19.927.742,,,
134653993,HP23G,21.838.218,276.401,8.360,108.865,133814980,ᴮᴴKeuken,19.925.821,1.455.813,13.900,394.867,133814980,ᴮᴴKeuken,19.925.821,,,
134348296,ᴮᴹGannibal,21.818.411,20.068,0,7.424,134434120,ʷʷᶜTwix,19.933.282,2.953.695,32.828,749.201,134434120,ʷʷᶜTwix,19.933.282,,,
134011008,亗 JILLAN 亗,21.775.588,270.289,450,68.194,135480760,Si Đa,19.826.443,1.316.357,0,414.877,135480760,Si Đa,19.826.443,,,
133629836,Kíllüà 14,21.773.691,1.931.454,6.273,824.310,134362577,ᴮᶠCaptElie,19.787.559,632.079,3.239,468.607,134362577,ᴮᶠCaptElie,19.787.559,,,
133691225,ᴮᴴ HEFESTO,21.755.331,4.966.402,28.585,935.005,134430733,ᴮᶠKhoaiTây,19.781.696,461.094,0,555.178,134430733,ᴮᶠKhoaiTây,19.781.696,,,
134182488,ᴮᴴĐạt2k8,21.728.839,3.319.090,152.877,1.373.543,133889867,Shughen,19.743.381,85.606,0,923,133889867,Shughen,19.743.381,,,
134138274,ᶜˢTais,21.671.210,2.019.011,200.731,179.243,134403349,JESUS 88,19.728.454,1.435.612,4.089,510.760,134403349,JESUS 88,19.728.454,,,
133767136,ᴮᴹaloola,21.665.903,507.329,101.902,107.687,135673119,Chảy Lớn,19.718.970,1.711.080,0,143.340,135673119,Chảy Lớn,19.718.970,,,
134107260,ᴮᴹGinny,21.658.242,685.160,54.711,897,134314016,义UPANISHAD,19.653.813,1.641.959,2.271,166.485,134314016,义UPANISHAD,19.653.813,,,
133893225,SilverMooN,21.656.609,382.557,8.265,346.903,134066205,亗Savage亗,19.625.581,1.371.521,0,77.884,134066205,亗Savage亗,19.625.581,,,
134657493,Nosaka Yuma,21.615.402,192.758,4.546,42.742,133690109,ᴮᴴ Apolo,19.622.421,2.982.448,26.561,897.423,133690109,ᴮᴴ Apolo,19.622.421,,,
133617496,ᴮᴴ Knight9x,21.596.469,1.574.951,93.464,418.304,133767136,ᴮᴹaloola,19.566.290,189.847,5.347,96.832,133767136,ᴮᴹaloola,19.566.290,,,
134408979,ᴮᴰ MC tacos,21.585.620,1.488.136,38.885,209.238,134266071,HitlerQX,19.563.669,406.536,1.559,816.421,134266071,HitlerQX,19.563.669,,,
133678492,Sertok444,21.545.543,1.096.413,61.371,273.386,134353431,ᴮˢFocused,19.547.362,244.945,0,216.635,134353431,ᴮˢFocused,19.547.362,,,
134580587,jandagame,21.538.040,4.513.056,111.230,1.055.707,134367327,ᴮᴴ vikingDK,19.540.318,896.795,20.951,146.292,134367327,ᴮᴴ vikingDK,19.540.318,,,
134588386,乂GÏN乂,21.528.819,909.921,39.605,10.579,133966437,ᴮᴴ V,19.482.339,4.079.598,63.625,1.041.615,133966437,ᴮᴴ V,19.482.339,,,
133691331,ᴮᴴkilerwhin,21.512.702,1.700.613,62.730,400.083,134425615,ᴮᴴwizard,19.715.679,1.542.854,5.906,245.282,134425615,ᴮᴴwizard,19.715.679,,,
134395447,ᴮᴹKDDad,21.487.376,281.530,25.502,187.627,134353334,Jid,19.438.835,2.090.270,15.968,909.484,134353334,Jid,19.438.835,,,
134356049,Трамп,21.476.069,311.977,10.079,11.940,134011008,亗 JILLAN 亗,19.410.468,208.907,450,68.194,134011008,亗 JILLAN 亗,19.410.468,,,
134091843,ᴮᴴKurama,21.398.126,1.724.194,33.199,727.574,134360203,ᴮᶠKriger,19.411.335,1.712.623,4.286,80.478,134360203,ᴮᶠKriger,19.411.335,,,
133594579,ᴮᴴTheRipper,21.362.263,4.634.573,192.790,1.257.901,133739006,N A Z R Y,19.371.339,1.604.673,3.682,415.401,133739006,N A Z R Y,19.371.339,,,
134367684,Rikyyy30,21.343.216,3.986.552,85.599,1.606.710,134349669,ᴮᶠPhiLLip じ,19.340.619,4.953.555,40.137,802.966,134349669,ᴮᶠPhiLLip じ,19.340.619,,,
134434120,ʷʷᶜTwix,21.335.425,4.252.745,264.509,1.366.277,100797970,ᴮᴴKILL YOU,19.356.108,4.379.589,20.070,1.087.112,100797970,ᴮᴴKILL YOU,19.356.108,,,
134677055,ᴮᴴ Levin,21.292.897,619.845,4.990,20.243,134608534,RAIKIRY4017,19.308.584,95.647,0,60.638,134608534,RAIKIRY4017,19.308.584,,,
134406414,戰神戰將,21.275.753,301.722,0,4.772,134380606,ᴮᴾ jendral,19.212.534,231.027,642,24.073,134380606,ᴮᴾ jendral,19.212.534,,,
134373475,ᴮᶠ Bé Đen,21.270.474,2.790.449,63.878,600.377,133663993,ᴷᴮAinz,19.169.614,3.339.947,46.459,883.261,133663993,ᴷᴮAinz,19.169.614,,,
134394107,ᶜⁿGermanen,21.261.342,72.299,7.475,215.507,134379555,ᴮᶠ Phong8x,19.134.999,1.225.727,703,577.247,134379555,ᴮᶠ Phong8x,19.134.999,,,
134379555,ᴮᶠ Phong8x,21.259.783,1.928.712,168.131,768.888,134409905,TalentedKid,19.127.601,167.570,377,78.541,134409905,TalentedKid,19.127.601,,,
134375282,ⁿᵉʷHope,21.241.606,134.848,2.827,1.771,134600018,Yuuta19,19.123.955,1.222.372,17.219,315.703,134600018,Yuuta19,19.123.955,,,
134456504,ᴮᴴLupinnnn,21.200.626,1.579.236,16.534,351.043,133794769,ᴮᴴKAK SETO,19.102.637,2.078.091,9.593,639.751,133794769,ᴮᴴKAK SETO,19.102.637,,,
134455160,Atrebor 1,21.184.156,339.062,51.947,137.749,134182488,ᴮᴴĐạt2k8,19.070.780,1.464.401,916,905.503,134182488,ᴮᴴĐạt2k8,19.070.780,,,
134280103,ᴮᴹÓnizukâ,21.156.338,1.407.163,84.311,414.730,134617911,BiiiZ,19.033.860,843.899,240,268.988,134617911,BiiiZ,19.033.860,,,
134132932,ᴼᵖ Kuma,21.114.208,1.887.028,87.674,925.768,133854714,ᴮᴹReaper,19.012.283,3.426.190,47.565,808.047,133854714,ᴮᴹReaper,19.012.283,,,
134362577,ᴮᶠCaptElie,21.106.172,1.075.615,24.396,552.560,135126545,ᴮᶠDr Evil,18.989.592,33.553,0,27.087,135126545,ᴮᶠDr Evil,18.989.592,,,
134600992,ԍʀᴇʏ,21.066.473,792.177,112.000,275.020,133762853,ᴮᶠLightWolf,18.955.962,1.246.936,2.301,371.444,133762853,ᴮᶠLightWolf,18.955.962,,,
133762853,ᴮᶠLightWolf,21.058.245,2.655.112,369.688,495.310,129904350,Pera Metlicic,18.961.024,41.561,5.031,26.478,129904350,Pera Metlicic,18.961.024,,,
134415357,Amikoo,21.025.050,818.603,0,462.811,134410452,KING majapahit,18.971.514,243.554,0,164.804,134410452,KING majapahit,18.971.514,,,
133739006,N A Z R Y,20.939.554,1.833.617,60.055,602.980,133798797,ᴮᴹDArtagnan,18.920.556,273.893,453,153.470,133798797,ᴮᴹDArtagnan,18.920.556,,,
133889867,Shughen,20.930.676,121.000,0,22.521,134138274,ᶜˢTais,18.887.740,1.527.088,25.796,50.046,134138274,ᶜˢTais,18.887.740,,,
134163240,ᴮᶠ Yamato,20.926.834,843.545,33.270,493.665,134034751,ᴮᴴ Toska,18.865.258,5.828.545,43.135,611.637,134034751,ᴮᴴ Toska,18.865.258,,,
134475377,ᴮᴹKrusades,20.863.621,2.163.184,80.944,141.024,132596635,ᴰᴮMrKilen,18.865.628,720.671,0,871.200,132596635,ᴰᴮMrKilen,18.865.628,,,
100797970,ᴮᴴKILL YOU,20.730.977,5.852.395,56.863,1.351.500,134348296,ᴮᴹGannibal,18.864.489,2.100,0,7.424,134348296,ᴮᴹGannibal,18.864.489,,,
134027704,ᴮᴴSonase,20.537.129,4.731.483,202.424,1.301.429,133761765,ᴮᶠGökbök,18.843.894,315.363,0,62.523,133761765,ᴮᶠGökbök,18.843.894,,,
134360927,Heimatschuss,20.671.868,1.009,0,117.247,134027704,ᴮᴴSonase,18.794.533,2.351.082,7.339,1.095.461,134027704,ᴮᴴSonase,18.794.533,,,
134449710,ᴮᶠBossMan06,20.662.568,90.733,8.194,21.738,134390684,SKOK,18.696.577,66.540,0,254.631,134390684,SKOK,18.696.577,,,
134425615,ᴮᴴwizard,20.659.759,1.544.333,5.906,245.282,134406414,戰神戰將,18.674.162,110.065,0,4.490,134406414,戰神戰將,18.674.162,,,
134397605,ᴮˢRudd,20.594.418,1.583.359,225.484,451.138,134009477,Saulツ,18.624.281,890.274,14.341,577.932,134009477,Saulツ,18.624.281,,,
134034751,ᴮᴴ Toska,20.228.335,6.867.036,167.446,686.688,133594579,ᴮᴴTheRipper,18.654.813,3.823.615,769,921.282,133594579,ᴮᴴTheRipper,18.654.813,,,
134404176,Supersoldier,20.564.642,96.032,3.019,5.847,133844792,ᴸᴳGOD CHIRI,18.639.548,3.056.405,120.796,250.154,133844792,ᴸᴳGOD CHIRI,18.639.548,,,
134408838,ᴮᴴBRUTUS,20.551.109,11.569,0,101.219,134271592,ᴮᴹ AloNe,18.629.792,1.446.690,17.178,267.809,134271592,ᴮᴹ AloNe,18.629.792,,,
134167039,la luna,20.514.553,4.488.967,30.352,177.157,133874181,Kattya Cuteee,18.488.727,294.461,527,63.370,133874181,Kattya Cuteee,18.488.727,,,
134378361,BM Brafis,20.474.989,609.949,30.099,180.368,134394107,ᶜⁿGermanen,18.449.934,72.299,7.475,215.507,134394107,ᶜⁿGermanen,18.449.934,,,
133915355,Selwin,20.233.301,4.004.590,270.769,1.377.184,134300355,Tarboooz,18.415.711,1.354.928,4.346,505.504,134300355,Tarboooz,18.415.711,,,
134110121,LLinnnnh,20.407.992,3.019.043,202.762,476.262,134628022,Kurac159,18.384.695,54.510,0,136.432,134628022,Kurac159,18.384.695,,,
134408458,ʷʷᶜAstrø,20.411.531,121.708,21.313,38.780,133915355,Selwin,18.368.962,2.122.992,19.256,1.124.478,133915355,Selwin,18.368.962,,,
134412759,ᴮᴹblackenhh,20.380.783,3.251.285,240.543,660.231,134110121,LLinnnnh,18.351.324,1.927.264,20.885,184.612,134110121,LLinnnnh,18.351.324,,,
136407217,FaustTM,20.376.152,1.169.435,13.457,398.593,134657493,Nosaka Yuma,18.402.403,92.183,0,31.339,134657493,Nosaka Yuma,18.402.403,,,
133655834,Cerser31,20.373.824,1.413.036,170.427,328.000,134353437,ᴮᴹEptaBlya,18.373.349,383.266,0,96.205,134353437,ᴮᴹEptaBlya,18.373.349,,,
133844792,ᴸᴳGOD CHIRI,20.369.818,3.219.233,151.038,288.006,134379334,ᴮᶠ K2,18.256.072,1.322.786,6.474,559.971,134379334,ᴮᶠ K2,18.256.072,,,
134555487,ShadowMaN,20.314.914,842.550,4.994,131.022,134408979,ᴮᴰ MC tacos,18.178.121,1.051.632,0,209.238,134408979,ᴮᴰ MC tacos,18.178.121,,,
134406474,ᴮᶠ 1askrr,20.294.660,313.557,24.896,213.474,134356049,Трамп,18.145.441,138.576,0,11.940,134356049,Трамп,18.145.441,,,
134403349,JESUS 88,20.228.040,1.435.612,4.089,510.760,133646073,Majo Elaina,18.138.570,143.856,3.329,177.678,133646073,Majo Elaina,18.138.570,,,
133818240,҉ Boyka   ҉,20.203.695,184.030,1.464,274.457,134493493,HECTOR F2P,18.099.801,3.925.792,8.025,137.820,134493493,HECTOR F2P,18.099.801,,,
134589821,iPhan,20.155.005,149.585,24.259,121.695,133893225,ᴮᴹS Moon,18.083.212,249.931,0,326.647,133893225,ᴮᴹS Moon,18.083.212,,,
134398283,TxT CAT,20.151.815,323.881,13.063,311.212,134229325,L3oSolo,18.079.878,867.248,221,394.509,134229325,L3oSolo,18.079.878,,,
134229325,ᴮᴹL3onidark,20.150.313,973.338,351,394.509,134365132,ᴮᴾHankMoody,18.069.032,276.314,0,42.740,134365132,ᴮᴾHankMoody,18.069.032,,,
134418849,ᴮᴹhoadaik,20.113.200,181.839,0,41.319,134661263,JIHYOOO,18.035.507,919.620,10.903,524.897,134661263,JIHYOOO,18.035.507,,,
134353437,ᴮᴹEptaBlya,20.107.405,384.155,0,96.205,134127589,亗BLUË亗,18.017.999,622.314,890,797.522,134127589,亗BLUË亗,18.017.999,,,
135465460,ᴮˢCheerful,20.083.617,305.294,39.380,92.112,134395447,ᴮᴹKDDad,17.972.423,145.873,1.155,170.983,134395447,ᴮᴹKDDad,17.972.423,,,
134493493,HECTOR F2P,20.067.195,5.320.287,273.017,344.338,135241302,ᶜⁿ Bachuss,17.970.061,2.062,0,53.232,135241302,ᶜⁿ Bachuss,17.970.061,,,
134423138,ᴮˢHuongLilly,20.040.578,420.031,53.690,80.555,133813260,ᴮᴾ LSekk00,17.967.076,3.275.122,24.052,345.623,133813260,ᴮᴾ LSekk00,17.967.076,,,
134094684,Satan7,20.038.300,2.208.135,130,220.941,133655834,Cerser31,17.950.374,1.059.188,223,163.897,133655834,Cerser31,17.950.374,,,
133813260,ᴮᴾ LSekk00,20.006.299,3.944.681,172.255,461.423,136407217,FaustTM,17.909.496,916.298,179,378.470,136407217,FaustTM,17.909.496,,,
134280296,ᶜⁿGreathans,19.953.602,177.386,12.215,101.380,134264671,Cristony16,17.910.144,2.910.369,6.149,670.919,134264671,Cristony16,17.910.144,,,
134431852,nghèo tình,19.470.338,461.174,20.308,446.224,134163240,ᴮᶠ Yamato,17.891.357,595.785,0,483.879,134163240,ᴮᶠ Yamato,17.891.357,,,
134025208,ᴮᶠHanoiMage,19.888.487,2.244.225,53.649,466.552,134423138,ᴮˢHuongLilly,17.856.738,244.969,0,80.524,134423138,ᴮˢHuongLilly,17.856.738,,,
134439822,ᴮᶠ Torviiii,19.880.400,53.296,0,6.162,133854970,ᶜˢKING MOMO,17.845.379,444.310,12.346,84.829,133854970,ᶜˢKING MOMO,17.845.379,,,
134127589,亗BLUË亗,19.851.131,1.114.714,208.297,894.934,134375282,ⁿᵉʷHope,17.833.217,49.312,2.827,1.771,134375282,ⁿᵉʷHope,17.833.217,,,
134599678,VN Gà Con,19.840.915,666.892,114.888,624.122,134107306,ᴮᴾTank,17.822.546,261.035,260,406.932,134107306,ᴮᴾTank,17.822.546,,,
133762071,Thylacoco,19.789.513,1.058.682,0,54.706,134439822,ᴮᴾTorviiii,17.784.446,44.288,0,6.162,134439822,ᴮᴾTorviiii,17.784.446,,,
133735109,طويق00,19.776.303,1.844.041,27.820,630.834,134280103,ᴮᴹÓnizukâ,17.782.369,844.117,0,316.452,134280103,ᴮᴹÓnizukâ,17.782.369,,,
134379334,CrocodilE,19.810.736,2.627.322,26.982,1.282.025,134455160,Atrebor 1,17.773.782,140.705,0,33.877,134455160,Atrebor 1,17.773.782,,,
119427709,ᴮᴹ Amfira,19.774.612,135.077,18.651,629.362,134417449,ᴮᶠSabX,17.759.478,1.129.660,4.162,210.259,134417449,ᴮᶠSabX,17.759.478,,,
134621549,ZookIII,19.782.712,235.806,25.795,286.123,134475377,ᴮᴹKrusades,17.724.341,1.661.949,4.771,92.275,134475377,ᴮᴹKrusades,17.724.341,,,
134353334,Jid,19.763.076,3.118.789,213.527,1.105.348,134647667,ᴮᴴ Phala,17.690.315,1.307.825,25.735,563.019,134647667,ᴮᴴ Phala,17.690.315,,,
133924235,ᴮᶠ AviBaby,19.727.350,1.523.065,99.415,94.385,134093994,ᴮˢTranTien,17.668.451,339.228,7.960,204.947,134093994,ᴮˢTranTien,17.668.451,,,
